generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1775029813-SrRqerp6zPK5ytEXdxAY,2026-04-01 07:50:13.646,0.068315,,,0,0,12933,146,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,5096,3011,Bustly,gateway-Internal-key
gen-1775029812-B4u9Geki4EyU5SstdSpa,2026-04-01 07:50:12.520,0,,,0,0.74184,141788,1316,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,19190,3943,Bustly,gateway-Internal-key
gen-1775029807-Wb6SGuswda5nYUkQFxfR,2026-04-01 07:50:07.578,0,,,0,0.451215,89143,220,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7925,4024,Bustly,gateway-Internal-key
gen-1775029796-cxsEPkgPbOii8y9QWBQy,2026-04-01 07:49:56.804,0,,,0,0.717025,140700,541,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,10550,4479,Bustly,gateway-Internal-key
gen-1775029782-7gFtqAl25CrZJJkr7vaB,2026-04-01 07:49:42.930,0,,,0,0.701115,139183,208,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7401,3790,Bustly,gateway-Internal-key
gen-1775029763-E7PplEmFEt8nVwZDJ63M,2026-04-01 07:49:23.248,0,,,0,0.467805,90771,558,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,117715,57660,Bustly,gateway-Internal-key
gen-1775029758-SQhtIuK4bXj556xi35uS,2026-04-01 07:49:18.791,0,,,0,0.093,16615,397,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6146,2200,Bustly,gateway-Internal-key
gen-1775029750-R5j91bcDIzkUDK6HJCnw,2026-04-01 07:49:10.265,0,,,0,0.081085,15657,112,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4651,2974,Bustly,gateway-Internal-key
gen-1775029743-g4vrKVuM7oUjYX7MRDbe,2026-04-01 07:49:03.494,0,,,0,0.424525,82010,579,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,11364,4253,Bustly,gateway-Internal-key
gen-1775029722-0HrYhRukh4mbmJGeyYOk,2026-04-01 07:48:41.914,0.06829,,,0,0,12958,140,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,5158,2805,Bustly,gateway-Internal-key
gen-1775029719-W4pPvx2pJHazJoWOdfFb,2026-04-01 07:48:39.402,0.395365,,,0,0,78228,169,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,7426,4087,Bustly,gateway-Internal-key
gen-1775029697-zaUUqBiTDjJsuzs9dUPF,2026-04-01 07:48:17.721,0,,,0,0.439505,85636,453,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,19092,4320,Bustly,gateway-Internal-key
gen-1775029690-xLZvUbpLI0G8Xz8V6ycQ,2026-04-01 07:48:10.846,0.100755,,,0,0,17701,490,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,7448,2882,Bustly,gateway-Internal-key
gen-1775029689-oaXpHnXzxyaYSKz5mNWv,2026-04-01 07:48:09.864,0,,,0,0.42981,85537,85,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5996,5425,Bustly,gateway-Internal-key
gen-1775029686-gwAl6spBq3nFIgftj2M7,2026-04-01 07:48:06.178,0.085585,,,0,0,16477,128,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,4372,3159,Bustly,gateway-Internal-key
gen-1775029685-VWxtbZIWqNyAMbK74rPN,2026-04-01 07:48:05.057,0,,,0,0.06962,13109,163,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4495,2116,Bustly,gateway-Internal-key
gen-1775029654-ADNrpJGpOyGpi634PEjs,2026-04-01 07:47:34.685,0.080315,,,0,0,15523,108,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,4123,2636,Bustly,gateway-Internal-key
gen-1775029650-PQbhGBuL2R4fhpz1EKnW,2026-04-01 07:47:30.024,0,,,0,0.06705,12970,88,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3328,2099,Bustly,gateway-Internal-key
gen-1775029526-Wmh55inFmcUIQQAwQgNp,2026-04-01 07:45:26.027,0.54894,,,0,0,79428,6072,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,83954,4824,Bustly,gateway-Internal-key
gen-1775029394-WuqD2nUjScFa4W9KVyxY,2026-04-01 07:43:14.888,0,,,0,0.44304,86448,432,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,252675,57101,Bustly,gateway-Internal-key
gen-1775029389-J7yiYDcJHYxKpvtWOSc4,2026-04-01 07:43:09.090,0,,,0,0.43397,86344,90,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4362,3800,Bustly,gateway-Internal-key
gen-1775029382-rw2rirpXiMgMqQOFgC81,2026-04-01 07:43:02.238,0,,,0,0.46008,84366,1530,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,283790,73473,Bustly,gateway-Internal-key
gen-1775029360-ePGOJLj2P79QzkVQi40b,2026-04-01 07:42:40.331,0,,,0,0.443185,83122,1103,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,16653,3769,Bustly,gateway-Internal-key
gen-1775029340-hA1wTMVPB42r2ltDmkkM,2026-04-01 07:42:20.827,0,,,0,0.446675,76730,2521,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,183159,61834,Bustly,gateway-Internal-key
gen-1775029319-bQdXfGxer00Xgc0wlXZB,2026-04-01 07:41:59.647,0,,,0,0.604895,88444,6507,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,556343,84470,Bustly,gateway-Internal-key
gen-1775029305-GhTRzUiHcvojg3pAOCro,2026-04-01 07:41:45.890,0,,,0,0.39367,77984,150,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7050,4408,Bustly,gateway-Internal-key
gen-1775029298-EZrTSocy7eVMaFmX4uzU,2026-04-01 07:41:38.128,0,,,0,0.56577,79589,6713,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,89563,4261,Bustly,gateway-Internal-key
gen-1775029286-XCf7z12Gs6RPh1Jjx1Mp,2026-04-01 07:41:26.299,0,,,0,0.08999,17413,117,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4184,2714,Bustly,gateway-Internal-key
gen-1775029279-va2BOMReWyAGECZc8TGt,2026-04-01 07:41:19.001,0,,,0,0.08866,17187,109,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3678,2743,Bustly,gateway-Internal-key
gen-1775029274-ynWvgt5Xy5vLKleZvZML,2026-04-01 07:41:14.431,0,,,0,0.085315,16613,90,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3235,2642,Bustly,gateway-Internal-key
gen-1775029274-KjRQ5gTayiU2l3UO7PRL,2026-04-01 07:41:14.406,0.081305,,,0,0,15841,84,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,3843,2989,Bustly,gateway-Internal-key
gen-1775029269-NRWZJ8JpiyR7vhA6IMwS,2026-04-01 07:41:08.709,0.40554,,,0,0,80193,183,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,7636,4633,Bustly,gateway-Internal-key
gen-1775029259-QFqbFHooDAe4lHipgsSH,2026-04-01 07:40:59.362,0,,,0,0.085325,16440,125,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3651,2347,Bustly,gateway-Internal-key
gen-1775029250-mQkdYPQkmKCRGbxQfaXe,2026-04-01 07:40:50.433,0.402745,,,0,0,80004,109,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,5398,3547,Bustly,gateway-Internal-key
gen-1775029242-kVOjk4MPNygIJANIoxl3,2026-04-01 07:40:42.203,0.08094,,,0,0,15608,116,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,4678,3234,Bustly,gateway-Internal-key
gen-1775029242-5Pz1PWTGkDdZlM5p94b7,2026-04-01 07:40:42.187,0,,,0,0.092555,16571,388,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6613,2963,Bustly,gateway-Internal-key
gen-1775029231-nlo6jC9TsKr3Kc3GRY02,2026-04-01 07:40:31.845,0,,,0,0.081015,15623,116,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3614,2202,Bustly,gateway-Internal-key
gen-1775029230-fUD7NnFQAVUKMKgwam0T,2026-04-01 07:40:30.687,0,,,0,0.0877,15620,384,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6152,2197,Bustly,gateway-Internal-key
gen-1775029227-nryE5vQBCFrd5TJHtokC,2026-04-01 07:40:27.481,0.0802,,,0,0,15500,108,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,5111,3990,Bustly,gateway-Internal-key
gen-1775029225-kFuCterXq2KNIoj1Iyoi,2026-04-01 07:40:25.910,0,,,0,0.06749,13073,85,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4238,2993,Bustly,gateway-Internal-key
gen-1775029224-nP5qypWOHy7PCuwkggBR,2026-04-01 07:40:24.069,0,,,0,0.068185,12917,144,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5014,2640,Bustly,gateway-Internal-key
gen-1775029221-kCW7lsVxIr2wqVW9DNSa,2026-04-01 07:40:21.624,0,,,0,0.067035,12942,93,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3572,2162,Bustly,gateway-Internal-key
gen-1775029215-xhPogb3NsER3hPqvXmEx,2026-04-01 07:40:14.835,0.067515,,,0,0,13053,90,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,4641,3119,Bustly,gateway-Internal-key
gen-1775027762-LJcg3h9gds2eS520zjm3,2026-04-01 07:16:02.626,0,,,0,0.00128,21,47,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,2787,1858,Bustly,gateway-Internal-key
gen-1775027148-GjLVNTtJ1DUTK5qTH04y,2026-04-01 07:05:48.756,0,,,0,0.053875,20,2151,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,44135,2036,Bustly,gateway-Internal-key
gen-1775026104-R7EBzYHbQir4tbI6eY70,2026-04-01 06:48:24.461,0,,,0,0.00019,13,5,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,1922,1843,Bustly,gateway-Internal-key
gen-1775023259-9Zhu9Vx0S81pDHlHELB0,2026-04-01 06:00:59.485,0,,,0,0.430925,81315,974,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,267155,45594,Bustly,gateway-Internal-key
gen-1775023126-dtkFqHohKBPMxFBxHObW,2026-04-01 05:58:46.972,0,,,0,0.423565,80168,909,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,127480,34671,Bustly,gateway-Internal-key
gen-1775023116-8wNNiffMxBSEVykDF0Go,2026-04-01 05:58:36.739,0,,,0,0.57545,111620,694,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,21778,7002,Bustly,gateway-Internal-key
gen-1775023109-VK3OgOHrqXcBIY4b6vwe,2026-04-01 05:58:29.539,0,,,0,0.552705,109916,125,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6175,5559,Bustly,gateway-Internal-key
gen-1775023106-SkiRi837Br2w0O4VnZhA,2026-04-01 05:58:26.140,0,,,0,0.38697,76429,193,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,16253,12308,Bustly,gateway-Internal-key
gen-1775023087-8HUwxCzUfSXUlsAEXIOq,2026-04-01 05:58:07.448,0,,,0,0.64964,128578,270,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7011,3798,Bustly,gateway-Internal-key
gen-1775023068-kQbOE3PMrX3Ep6szzhZ3,2026-04-01 05:57:48.700,0,,,0,0.108105,19791,366,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5404,2179,Bustly,gateway-Internal-key
gen-1775023015-M7gronkH5ccCRHV1TK8R,2026-04-01 05:56:55.342,0.55199,,,0,0,109708,138,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,8438,6574,Bustly,gateway-Internal-key
gen-1775023013-NMgg6lzyvnn2wgsJAdGp,2026-04-01 05:56:53.735,0.0844,,,0,0,16130,150,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,3918,2084,Bustly,gateway-Internal-key
gen-1775023006-xiXIVkH1vghuJnewkd3Z,2026-04-01 05:56:46.718,0,,,0,0.55136,109507,153,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6598,4788,Bustly,gateway-Internal-key
gen-1775022997-nIVq3g3JsIVZhxYoTCz3,2026-04-01 05:56:37.919,0,,,0,0.550475,109215,176,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7322,4896,Bustly,gateway-Internal-key
gen-1775022958-KPqfovDGc6k0doZXGKHZ,2026-04-01 05:55:57.992,0,,,0,0.083095,15784,167,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,54391,12176,Bustly,gateway-Internal-key
gen-1775022935-qSIFXhlrbODhwXI37vpl,2026-04-01 05:55:35.309,0,,,0,0.644665,104198,4947,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,60428,4845,Bustly,gateway-Internal-key
gen-1775022928-RRiIIPV3ZkjqoyWIWVGT,2026-04-01 05:55:28.317,0,,,0,0.515835,102542,125,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5359,4558,Bustly,gateway-Internal-key
gen-1775022912-O31Sg2QvsE2oTwoa1Tkd,2026-04-01 05:55:12.933,0,,,0,0.517525,102210,259,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,8375,4187,Bustly,gateway-Internal-key
gen-1775022906-BlRgMt3DwdmaarUBAKWd,2026-04-01 05:55:06.052,0,,,0,0.505745,100614,107,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3902,3196,Bustly,gateway-Internal-key
gen-1775022874-KptKcvFwKOHJ1aTPQYVH,2026-04-01 05:54:34.480,0,,,0,0.08167,15594,148,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,5220,2280,Bustly,gateway-Internal-key
gen-1775022868-yVLSlPmh622Gg5GHfmIf,2026-04-01 05:54:28.267,0,,,0,0.07999,15318,136,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4145,2274,Bustly,gateway-Internal-key
gen-1775022842-KrXjvsuJ4YCXymQfePaG,2026-04-01 05:54:02.552,0,,,0,0.505115,100353,134,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,60930,34832,Bustly,gateway-Internal-key
gen-1775022834-Qmz4dYSjXgmbARl8NRUa,2026-04-01 05:53:53.998,0,,,0,0.503145,100109,104,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4961,3524,Bustly,gateway-Internal-key
gen-1775021856-eiiijWzPW5rgDB4AGtlM,2026-04-01 05:37:36.140,0,,,0,0.554155,97256,2715,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,63205,3438,Bustly,gateway-Internal-key
gen-1775021771-D9dSdZdM0C7LpZslrO0z,2026-04-01 05:36:11.339,0.126195,,,0,0,21989,650,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,23540,15928,Bustly,gateway-Internal-key
gen-1775021756-OHYgtekCZjxBLKyoojvE,2026-04-01 05:35:56.846,0,,,0,0.1034,19590,218,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4385,2262,Bustly,gateway-Internal-key
gen-1775021723-LJTYTRfd56oY2OBYkf9v,2026-04-01 05:35:23.730,0,,,0,0.083995,15824,195,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,31107,11540,Bustly,gateway-Internal-key
gen-1775021678-rkjFTFcWJ4r1rxZo7oQ7,2026-04-01 05:34:38.425,0,,,0,0.08143,15306,196,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4217,2339,Bustly,gateway-Internal-key
gen-1775021600-7aFGaATgftofy2uYKO8U,2026-04-01 05:33:20.484,0,,,0,0.835305,158171,1778,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,187601,29253,Bustly,gateway-Internal-key
gen-1775021458-1ZBG3XOx1H2xHVRBFeU7,2026-04-01 05:30:58.902,0,,,0,0.82234,158108,1272,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,277227,19574,Bustly,gateway-Internal-key
gen-1775021440-0ptZy7osJkkbANNF6kSZ,2026-04-01 05:30:40.576,0,,,0,0.787825,157110,91,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4793,4029,Bustly,gateway-Internal-key
gen-1775021409-oeB9U1uIMhlYnjBNI841,2026-04-01 05:30:09.168,0,,,0,0.805065,156073,988,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,19222,4497,Bustly,gateway-Internal-key
gen-1775021359-AAtggBTRlD7eZV7PeFIw,2026-04-01 05:29:19.454,0,,,0,0.82844,151718,2794,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,38839,4845,Bustly,gateway-Internal-key
gen-1775021301-8KozwxmBskQPc1dc3iam,2026-04-01 05:28:21.896,0,,,0,0.73786,145497,415,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,58019,21429,Bustly,gateway-Internal-key
gen-1775021274-ahp9VFQZ16Bfi7hX3lW0,2026-04-01 05:27:54.016,0,,,0,0.758825,150865,180,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,21887,14599,Bustly,gateway-Internal-key
gen-1775021263-aWbvH31aTlSo6sWE1GEG,2026-04-01 05:27:43.290,0,,,0,0.75496,150567,85,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5381,4719,Bustly,gateway-Internal-key
gen-1775021256-p59W8xKkF0XPRK2nOsJw,2026-04-01 05:27:36.904,0,,,0,0.7544,150435,89,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4841,4306,Bustly,gateway-Internal-key
gen-1775021232-0JAmUbGuSJSFSTir95PU,2026-04-01 05:27:12.611,0,,,0,0.75872,150049,339,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,12240,9002,Bustly,gateway-Internal-key
gen-1775021205-XdVmEDExbibSOx2FnBla,2026-04-01 05:26:45.583,0,,,0,0.750715,149198,189,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,21841,10408,Bustly,gateway-Internal-key
gen-1775021203-XbGcac8kQeQRWTwuLtdf,2026-04-01 05:26:43.595,0,,,0,0.55559,105763,1071,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,22191,7041,Bustly,gateway-Internal-key
gen-1775021193-zdHfYZWzqOu09f1lpRNB,2026-04-01 05:26:33.844,0,,,0,0.74632,148159,221,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6191,4043,Bustly,gateway-Internal-key
gen-1775021179-3TlNt9xS2I4boTtq6QPw,2026-04-01 05:26:19.742,0,,,0,0.69043,135981,421,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,68891,11216,Bustly,gateway-Internal-key
gen-1775021156-vgBzQQoHiIFZLbSHZtEQ,2026-04-01 05:25:56.573,0,,,0,0.75492,147179,761,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,27884,10608,Bustly,gateway-Internal-key
gen-1775021145-mcY5Ir1A9z6CGlTPK1Um,2026-04-01 05:25:45.898,0,,,0,0.461395,91569,142,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6108,5949,Bustly,gateway-Internal-key
gen-1775021134-IhsPDadn5bEmNR3rHT9n,2026-04-01 05:25:34.581,0,,,0,0.73755,147065,89,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,20393,13623,Bustly,gateway-Internal-key
gen-1775021111-zvXFlIVbjCqJmlohKrJt,2026-04-01 05:25:11.165,0,,,0,0.67987,135354,124,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,66270,47120,Bustly,gateway-Internal-key
gen-1775021101-UlT1gTQzsLzmfYLEPT9Q,2026-04-01 05:25:01.612,0,,,0,0.6781,135270,70,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5230,4792,Bustly,gateway-Internal-key
gen-1775021087-4rM2tDOlNjCqfFH9bd9d,2026-04-01 05:24:47.498,0,,,0,0.549905,86881,4620,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,57505,5458,Bustly,gateway-Internal-key
gen-1775021080-TsSDta5731IOpUv8FBPp,2026-04-01 05:24:40.802,0,,,0,0.430305,85516,109,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5698,5552,Bustly,gateway-Internal-key
gen-1775021066-ePMi3wbgOKisfzRzD5ZN,2026-04-01 05:24:26.117,0,,,0,0.430385,85292,157,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5265,5080,Bustly,gateway-Internal-key
gen-1775021052-e6oUt4elGCjP0K1Ll6pw,2026-04-01 05:24:12.634,0,,,0,0.43394,84743,409,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,12148,6117,Bustly,gateway-Internal-key
gen-1775021051-UMG6PcrjvmdhIvDjXMOO,2026-04-01 05:24:11.251,0,,,0,0.89179,176123,447,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,9533,8958,Bustly,gateway-Internal-key
gen-1775021041-kAZF33d5stx1tBXeYxkG,2026-04-01 05:24:01.390,0,,,0,0.67771,135052,98,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,58034,47263,Bustly,gateway-Internal-key
gen-1775021028-ne3SDYhVZCuQ53PDYoAX,2026-04-01 05:23:48.328,0,,,0,0.40431,80387,95,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,23518,11577,Bustly,gateway-Internal-key
gen-1775021014-DyKStPDiPIB6ti2YGCw8,2026-04-01 05:23:34.592,0,,,0,0.67755,134800,142,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5444,4523,Bustly,gateway-Internal-key
gen-1775021012-abCJzDzc0rMD0W79CvIW,2026-04-01 05:23:32.976,0,,,0,0.74433,146556,462,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,109723,24124,Bustly,gateway-Internal-key
gen-1775020995-YKc0ugtLkJXc1zuRHozL,2026-04-01 05:23:15.512,0,,,0,0.403525,80255,90,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,31173,13537,Bustly,gateway-Internal-key
gen-1775020988-oqh7PgbXMb8FCiEXKM5L,2026-04-01 05:23:08.403,0,,,0,0.67589,134568,122,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4954,4280,Bustly,gateway-Internal-key
